PWS ID,PWS Name,PWS Type,Primary Source,Counties Served,Cities Served,PopulationServed Count,Number of Facilities,Number of Violations,Number of Site Visits
GA2590000,LUMPKIN,Community water system,Ground water,Stewart,,"1,136",10,31,7
GA1870087,LUMPKIN CO. - SETTLERS BLUFF SUBDIVISION,Community water system,Ground water,Lumpkin,,28,4,0,3
GA1870075,LUMPKIN CO. - SHEPHERD`S COVE,Community water system,Ground water,Lumpkin,,55,5,0,3
GA1870043,LUMPKIN CO.- 400 WATER SYSTEM,Community water system,Surface water purchased,Lumpkin,DAHLONEGA,"2,080",18,7,4
GA1870095,LUMPKIN CO.- CROOKED CREEK SUBDIVISION,Community water system,Ground water,Lumpkin,,164,7,2,3
GA1870069,LUMPKIN CO.- FERN PARK WATER SYSTEM,Community water system,Ground water,Lumpkin,,62,5,5,3
GA1870079,LUMPKIN CO.- GREENWOOD PARK S/D,Community water system,Ground water,Lumpkin,,190,6,4,4
GA1870077,LUMPKIN CO.- OAK RIDGE DUPLEX,Community water system,Ground water,Lumpkin,,25,4,6,4
GA1870081,LUMPKIN CO.- ROCK POINTE S/D,Community water system,Ground water,Lumpkin,,83,5,1,3
GA1870072,LUMPKIN CO.- SHERWOOD FOREST SUBDIVISION,Community water system,Ground water,Lumpkin,,208,5,6,3
GA1870060,LUMPKIN CO.-CAMBRIDGE SUBDIVISION,Community water system,Ground water,Lumpkin,,55,4,6,4
GA1870062,LUMPKIN CO.-COPPER PINES S/D,Community water system,Ground water,Lumpkin,,234,12,12,5
GA1870066,LUMPKIN CO.-STONEHENGE S/D,Community water system,Ground water,Lumpkin,,135,10,7,4
GA0310194,LUNDY TRAILER PARK,Community water system,Ground water,Bulloch,STATESBORO,44,4,11,6
GA1990002,LUTHERSVILLE,Community water system,Ground water,Meriwether,,"1,910",9,85,11
GA0550001,LYERLY,Community water system,Surface water purchased,Chattooga,LYERLY,"1,534",11,8,7
GA1790164,LYMAN HALL NORTH SUBDIVISION,Community water system,Ground water,Liberty,,65,6,1,3
GA2790000,LYONS,Community water system,Ground water,Toombs,LYONS,"4,100",12,19,5
GA0210012,"MACON MANOR ESTATES, LLC",Community water system,Ground water,Bibb,,84,5,34,8
GA0210001,MACON WATER AUTHORITY,Community water system,Surface water,Bibb,,"130,024",4,6,19
GA2110002,MADISON,Community water system,Surface water,Morgan,MADISON,"6,427",10,3,30
GA1950043,MADISON ACRES SUBDIVISION,Community water system,Ground water,Madison,,283,8,23,5
GA1950074,MADISON COUNTY MIZE ROAD DISTRICT,Community water system,Surface water purchased,Madison,DANIELSVILLE,112,2,0,1
GA1950060,MADISON COUNTY WATER SYSTEM,Community water system,Surface water purchased,Madison,,"2,964",21,16,4
GA0430024,MAGNOLIA BLUFF SUBDIVISION,Community water system,Ground water,Candler,,107,6,4,4
GA0290093,MAGNOLIA CREEK PLANTATION/TAYOR PLACE,Community water system,Ground water,Bryan,,455,6,3,3
GA0310303,MAGNOLIA FARMS SUBDIVISION,Community water system,Ground water,Bulloch,STATESBORO,62,3,0,0
GA1830034,MAGNOLIA PARK,Community water system,Ground water,Long,,62,4,13,5
GA1030138,MALLARD POINTE/DRAKE LANDING,Community water system,Ground water,Effingham,,81,4,4,3
GA2670003,MANASSAS,Community water system,Ground water,Tattnall,MANASSAS,133,4,33,6
GA1990003,MANCHESTER,Community water system,Surface water,Meriwether,MANCHESTER,"5,343",8,16,35
GA2990000,MANOR WATER ASSOCIATION,Community water system,Ground water,Ware,MANOR,611,5,25,5
GA2170002,MANSFIELD,Community water system,Surface water purchased,Newton,COVINGTON,791,10,7,5
GA1950072,MAPLE RIDGE SD,Community water system,Ground water,Madison,DANIELSVILLE,39,5,0,0
GA0670005,MARIETTA,Community water system,Surface water purchased,Cobb,MARIETTA,"60,100",4,3,8
GA1970003,MARION COUNTY WATER SYSTEM,Community water system,Ground water,Marion,BUENA VISTA,"5,251",8,25,9
GA2890030,MARION ESTATES SUBDIVISION,Community water system,Ground water,Twiggs,,26,4,2,5
GA0510047,MARSH POINT HOMES,Community water system,Ground water,Chatham,SAVANNAH,497,8,14,5
GA1930001,MARSHALLVILLE,Community water system,Ground water,Macon,MARSHALLVILLE,"1,285",5,29,12
GA2570000,MARTIN,Community water system,Ground water,Stephens,MARTIN,"1,703",22,27,5
GA2290030,MARTIN MOBILE HOME PARK,Community water system,Ground water,Pierce,,256,6,11,3
GA0730010,MARTINEZ WATER ASSOC.,Community water system,Ground water,Columbia,MARTINEZ,150,5,10,4
GA2210002,MAXEYS,Community water system,Ground water,Oglethorpe,,281,7,50,5
GA1410002,MAYFIELD WATER SYSTEM,Community water system,Ground water,Hancock,SPARTA,145,6,20,4
GA1850074,MAYNES MOBILE HOME PARK,Community water system,Ground water,Lowndes,VALDOSTA,39,6,25,10
GA0110001,MAYSVILLE WATER SYSTEM,Community water system,Surface water purchased,Banks,MAYSVILLE,"2,402",16,16,7
GA1110001,MCCAYSVILLE,Community water system,Surface water,Fannin,MCCAYSVILLE,"7,020",5,5,36
GA1830031,MCDONALD VILLAGE,Community water system,Ground water,Long,,44,4,14,4
GA1510003,MCDONOUGH,Community water system,Surface water,Henry,MCDONOUGH,"8,962",11,9,25
GA1910014,MCINTOSH COUNTY - CANNON BLUFF,Community water system,Ground water,McIntosh,DARIEN,296,4,10,6
GA1910012,MCINTOSH COUNTY - JONES COMMUNITY,Community water system,Ground water,McIntosh,DARIEN,86,4,14,4
GA1910019,MCINTOSH COUNTY-CARNIGAN COMMUNITY,Community water system,Ground water,McIntosh,DARIEN,489,6,13,4
GA1910021,MCINTOSH COUNTY-CRESCENT COMMUNITY WS,Community water system,Ground water,McIntosh,DARIEN,"3,406",21,15,4
GA1910089,MCINTOSH COUNTY-HARRIS NECK COMMUNITY,Community water system,Ground water,McIntosh,,80,4,11,4
GA1910010,MCINTOSH COUNTY-YOUNGS ISLAND COMMUNITY,Community water system,Ground water,McIntosh,DARIEN,29,4,17,4
GA3190004,MCINTYRE,Community water system,Ground water,Wilkinson,MCINTYRE,650,6,5,4
GA1470052,MCMULLEN SUBDIVISION,Community water system,Ground water,Hart,,125,5,3,4
GA2790004,MCNATT FALLS SUBDIVISION,Community water system,Ground water,Toombs,,91,6,30,6
GA2710003,MCRAE WATER SYSTEM,Community water system,Ground water,Telfair,MCRAE,"4,907",12,5,4
GA0310168,MEADOW LAKES PLANTATION SUBDIVISION,Community water system,Ground water,Bulloch,STATESBORO,429,9,14,4
GA2210047,MEADOW LAKES SUBDIVISION,Community water system,Ground water purchased,Oglethorpe,,81,5,93,5
GA2290038,MEADOW WOOD SUBDIVISION,Community water system,Ground water,Pierce,,54,3,0,2
GA0870030,MEADOWBROOK SUBDIVISION,Community water system,Ground water,Decatur,BAINBRIDGE,65,4,43,8
GA0770014,MEADOWVIEW SUBDIVISION,Community water system,Ground water,Coweta,,146,8,45,3
GA2310001,MEANSVILLE,Community water system,Ground water,Pike,MEANSVILLE,315,8,18,7
GA2750002,MEIGS,Community water system,Ground water,Thomas,MEIGS,"1,090",8,12,5
GA1030155,MELDRIM APARTMENTS,Community water system,Ground water,Effingham,,70,6,3,4
GA1030011,MELDRIM LAKES,Community water system,Ground water,Effingham,,203,4,12,4
GA0550002,MENLO,Community water system,Ground water,Chattooga,MENLO,949,13,5,7
GA0090042,MERIWETHER-GOLDEN POND SUBDIVISION,Community water system,Ground water,Baldwin,,120,7,3,6
GA0430000,METTER,Community water system,Ground water,Candler,METTER,"4,776",6,15,5
GA2210050,MEYER`S LAKE SUBDIVISION,Community water system,Ground water,Oglethorpe,,57,4,10,4
GA0230003,MIDDLE GEORGIA STATE UNIVERSITY,Community water system,Ground water,Bleckley,COCHRAN,"2,200",10,8,8
GA0510022,MIDDLEGROUND MOBILE ESTATES,Community water system,Ground water,Chatham,SAVANNAH,210,5,15,5
GA0310202,MIDDLEGROUND PLANTATION,Community water system,Ground water,Bulloch,STATESBORO,143,4,4,4
GA1830010,MIDDLETON MOBILE VILLAGE,Community water system,Ground water,Long,LUDOWICI,62,4,17,5
GA0330001,MIDVILLE,Community water system,Ground water,Burke,,400,6,34,4
GA1790001,MIDWAY,Community water system,Ground water,Liberty,MIDWAY,"2,595",5,28,6
GA2710004,MILAN NO.1,Community water system,Ground water,Telfair,MILAN,762,6,8,4
GA0690085,MILL BRANCH SUBDIVISION,Community water system,Ground water,Coffee,,31,4,11,4
GA1370069,MILL CREEK,Community water system,Ground water,Habersham,,34,4,0,2
GA0310060,MILL CREEK ESTATES,Community water system,Ground water,Bulloch,STATESBORO,29,4,20,5
GA0310167,MILL CREEK LANDING,Community water system,Ground water,Bulloch,STATESBORO,123,5,13,6
GA1870086,MILL CREEK STATION,Community water system,Ground water,Lumpkin,,179,5,0,6
GA1030110,MILL CREEK SUBDIVISION,Community water system,Ground water,Effingham,,242,4,8,5
GA1730016,MILL POND PLANTATION,Community water system,Ground water,Lanier,,291,4,14,4
GA1830055,MILL POND SUBDIVISION,Community water system,Ground water,Long,,22,5,2,4
GA2210054,MILL RUN MHP,Community water system,Ground water,Oglethorpe,,62,6,12,6
GA0090001,MILLEDGEVILLE,Community water system,Surface water,Baldwin,MILLEDGEVILLE,"20,540",6,10,28
GA1650000,MILLEN,Community water system,Ground water,Jenkins,MILLEN,"5,259",10,77,10
GA0510126,MILLER PINES MOBILE HOME PARK,Community water system,Ground water,Chatham,SAVANNAH,96,4,15,5
GA1470053,MILLTOWN SUBDIVISION,Community water system,Ground water,Hart,HARTWELL,75,5,4,4
GA1710001,MILNER,Community water system,Surface water purchased,Lamar,MILNER,"1,311",3,13,8
GA0590055,MINERAL SPRINGS SUBDIVISION,Community water system,Ground water,Clarke,,34,4,12,5
GA1250001,MITCHELL,Community water system,Ground water,Glascock,MITCHELL,220,12,26,4
GA2050034,MITCHELL COUNTY WATER SYSTEM,Community water system,Ground water,Mitchell,CAMILLA,"2,050",5,35,5
GA0730020,MOBILE CITY MOBILE HOME PARK,Community water system,Ground water,Columbia,,96,4,36,4
GA0510128,MODENA ISLAND,Community water system,Ground water,Chatham,SAVANNAH,98,4,14,5
GA2310002,MOLENA,Community water system,Ground water,Pike,MOLENA,534,8,54,7
GA2470006,MONASTERY OF THE HOLY SPIRIT,Community water system,Ground water,Rockdale,CONYERS,100,6,6,6
GA0770093,MONICA WOODS SUBDIVISION,Community water system,Ground water,Coweta,,96,5,34,3
GA2970001,MONROE,Community water system,Surface water,Walton,,"23,997",7,26,27
GA1870100,MONTALUCE WATER WORKS WATER SYSTEM,Community water system,Ground water,Lumpkin,,52,11,7,3
GA1310023,MONTERREY PARK,Community water system,Ground water,Grady,,55,4,24,5
GA1930002,MONTEZUMA,Community water system,Ground water,Macon,MONTEZUMA,"3,915",8,16,9
GA0510099,MONTGOMERY AREA,Community water system,Ground water,Chatham,SAVANNAH,"1,185",8,8,5
GA1590000,MONTICELLO,Community water system,Surface water,Jasper,MONTICELLO,"3,505",12,9,51
GA1750005,MONTROSE,Community water system,Ground water,Laurens,MONTROSE,221,6,29,4
GA0370003,MORGAN,Community water system,Ground water,Calhoun,MORGAN,367,11,17,5
GA2110049,MORGAN ESTATES SUBDIVISION,Community water system,Ground water,Morgan,,161,6,7,5
GA0510079,MORGAN MOBILE HOME PARK,Community water system,Ground water,Chatham,BLOOMINGDALE,148,5,12,4
GA0370007,MORGAN STATE PRISON,Community water system,Ground water,Calhoun,MORGAN,"1,677",4,2,4
GA1110003,MORGANTON,Community water system,Ground water,Fannin,,"1,768",10,20,8
GA1950015,MORNINGSIDE VILLAGE TRAILER PARK,Community water system,Ground water,Madison,,44,4,40,5
GA1270007,"MORNINGSTAR CHILDREN & FAMILY SERV., INC",Community water system,Ground water,Glynn,BRUNSWICK,50,4,47,7
GA2790033,MORRIS VILLAGE,Community water system,Ground water,Toombs,,216,4,11,4
GA0270001,MORVEN,Community water system,Ground water,Brooks,,663,8,14,5
GA3110107,MOSSY ACRES,Community water system,Ground water,White,,154,6,17,2
GA0710004,MOULTRIE,Community water system,Ground water,Colquitt,MOULTRIE,"15,735",15,23,6
GA1370005,MOUNT AIRY,Community water system,Ground water,Habersham,MOUNT AIRY,"1,384",16,24,6
GA1110069,MOUNT PISGAH SUBDIVISION,Community water system,Ground water,Fannin,,55,7,0,2
GA1390127,MOUNT SHORES CONDO ASSOCIATION,Community water system,Ground water,Hall,GAINESVILLE,219,5,34,5
GA2090003,MOUNT VERNON,Community water system,Ground water,Montgomery,MOUNT VERNON,"2,258",8,48,4
GA0450003,MOUNT ZION,Community water system,Surface water purchased,Carroll,MOUNT ZION,"1,691",3,10,6
GA3110111,MOUNTAIN CREEK GROVE RESORT,Community water system,Ground water,White,CLEVELAND,191,4,0,1
GA1110091,MOUNTAIN HIGH SUBDIVISION,Community water system,Ground water,Fannin,,137,4,6,3
GA1210007,MOUNTAIN PARK,Community water system,Surface water purchased,Fulton,ROSWELL,557,3,12,5
GA2970052,MOUNTAIN RIDGE SUBDIVISION,Community water system,Ground water,Walton,,68,6,6,6
GA1870058,MOUNTAIN VIEW APARTMENTS,Community water system,Ground water,Lumpkin,DAHLONEGA,161,6,14,5
GA1470084,MT. WALNUT SUBDIVISION,Community water system,Ground water,Hart,HARTWELL,26,4,0,0
GA3110010,MT. YONAH SCENIC ESTATES,Community water system,Surface water purchased,White,SAUTEE,198,5,21,7
GA2610043,MUCKALEE CREEK MOBILE HOME PARK,Community water system,Ground water,Sumter,,39,4,27,7
GA1850284,MULLIGAN ROAD WATER SUPPLY,Community water system,Ground water,Lowndes,VALDOSTA,871,6,16,5
GA1830063,MURRAY CROSSING SUBDIVISION,Community water system,Ground water,Long,,25,5,2,3
GA1270184,MYERS HILL SUBDIVISION,Community water system,Ground water,Glynn,,36,4,0,3
GA1550001,MYSTIC,Community water system,Ground water,Irwin,OCILLA,283,6,12,7
GA0250002,NAHUNTA,Community water system,Ground water,Brantley,,"1,134",7,71,7
GA1190052,NAILS CREEK CROSSING,Community water system,Ground water,Franklin,,85,9,33,5
GA1050013,NANCY HART NURSING CENTER,Community water system,Ground water,Elbert,ELBERTON,67,6,35,5
GA0190002,NASHVILLE,Community water system,Ground water,Berrien,NASHVILLE,"4,542",6,42,5
GA0510089,NASSAU WOODS MOBILE HOME PARK,Community water system,Ground water,Chatham,POOLER,772,4,20,6
GA1110093,NATURE`S COURT YARD SUBDIVISION,Community water system,Ground water,Fannin,,35,6,4,1
GA1110105,NECOWA COVE,Community water system,Ground water,Fannin,,135,5,45,3
GA1830043,NETTLES BRANCH SUBDIVISION,Community water system,Ground water,Long,,62,5,29,4
GA0310276,NEVILS ESTATES SUBDIVISION,Community water system,Ground water,Bulloch,,62,4,0,0
GA0310001,NEVILS WATER ASSOCIATION,Community water system,Ground water,Bulloch,,146,4,5,5
GA1270012,NEW HOPE PLANTATION MHP,Community water system,Ground water,Glynn,BRUNSWICK,300,6,64,7
GA0310041,NEW HOPE SUBDIVISION,Community water system,Ground water,Bulloch,REGISTER,78,4,53,5
GA2170003,NEWBORN WATER SYSTEM,Community water system,Surface water purchased,Newton,COVINGTON,642,8,12,6
GA2510001,NEWINGTON,Community water system,Ground water,Screven,NEWINGTON,227,8,15,8
GA2510055,NEWINGTON EAST SUBDIVISION,Community water system,Ground water,Screven,,70,4,1,5
GA0770002,NEWNAN UTILITIES,Community water system,Surface water,Coweta,NEWNAN,"49,987",7,16,22
GA0070000,NEWTON,Community water system,Ground water,Baker,NEWTON,655,9,44,8
GA2170004,NEWTON CO. WATER-SEWERAGE AUTH,Community water system,Surface water purchased,Newton,COVINGTON,"63,340",5,1,8
GA2170097,NEWTON COUNTY WATER SYSTEM,Community water system,Surface water,Newton,COVINGTON,0,8,7,24
GA1130008,NEWTON PLANTATION,Community water system,Ground water,Fayette,,338,9,31,4
GA0310062,NEWTONS MOBILE HOME VILLAGE,Community water system,Ground water,Bulloch,,36,4,34,6
GA1050042,NEWTON`S POINTE SUBDIVISION,Community water system,Ground water,Elbert,,68,6,5,4
GA0690003,NICHOLLS,Community water system,Ground water,Coffee,NICHOLLS,"2,620",10,12,5
GA1570004,NICHOLSON WATER AUTHORITY,Community water system,Ground water,Jackson,NICHOLSON,"3,164",21,16,5
GA1950068,NOAH`S LANDING S/D,Community water system,Ground water,Madison,,39,4,0,1
GA1350012,NORCROSS MOBILE HOME VILLAGE,Community water system,Ground water,Gwinnett,,543,10,42,4
GA0710005,NORMAN PARK,Community water system,Ground water,Colquitt,NORMAN PARK,"1,097",8,11,5
GA1770026,NORTH DOUBLEGATE WATER SYSTEM,Community water system,Ground water,Lee,,83,4,13,5
GA1210005,NORTH FULTON COUNTY,Community water system,Surface water purchased,Fulton,,"437,032",6,8,5
GA2070072,NORTH MONROE WATER SYSTEM,Community water system,Surface water purchased,Monroe,,"2,795",8,9,8
GA1850070,NORTH RIDGE WATER & LIGHT CO.,Community water system,Ground water,Lowndes,VALDOSTA,338,5,11,6
GA0690074,NORTHRIDGE SUBDIVISION,Community water system,Ground water,Coffee,,44,5,5,4
GA2190006,NORTHWEST WOODS SUBDIVISION,Community water system,Ground water,Oconee,,237,9,13,5
GA0310172,NORTHWOOD SUBDIVISION,Community water system,Ground water,Bulloch,,169,4,10,6
GA1330067,NORTHWOODS S/D,Community water system,Ground water,Greene,,143,6,17,4
GA0510035,NORTONS TRAILER PARK,Community water system,Ground water,Chatham,SAVANNAH,138,6,31,6
GA3010004,NORWOOD,Community water system,Ground water,Warren,NORWOOD,239,9,31,4
GA2910003,NOTLA WATER AUTHORITY,Community water system,Surface water,Union,,"13,465",26,46,30
GA1850331,NOTTINGHILL SUBDIVISION,Community water system,Ground water,Lowndes,VALDOSTA,60,3,0,2
GA1070024,NUNEZ,Community water system,Ground water,Emanuel,NUNEZ,120,6,26,6
GA1270160,OAK GROVE ISLAND PLANTATION,Community water system,Ground water,Glynn,BRUNSWICK,775,6,2,5
GA2190022,OAK GROVE SUBDIVISION,Community water system,Ground water,Oconee,,112,6,14,5
GA0310201,OAK HILL MOBILE HOME PARK,Community water system,Ground water,Bulloch,STATESBORO,26,4,10,4
GA0130032,OAK HILLS WATER SYSTEM,Community water system,Surface water purchased,Barrow,,192,7,32,4
GA0290105,OAK LEVEL WATER SYSTEM,Community water system,Ground water,Bryan,RICHMOND HILL,234,4,1,1
GA1830024,OAK MEADOWS MOBILE HOME PARK,Community water system,Ground water,Long,,81,7,13,4
GA1070002,OAK PARK,Community water system,Ground water,Emanuel,,350,4,58,7
GA0290070,OAK POINTE SUBDIVISION,Community water system,Ground water,Bryan,,198,6,14,5
GA2290005,OAK RIDGE EST/HACKLEBARNEY S/D,Community water system,Ground water,Pierce,,512,6,5,4
GA1830028,OAK RIDGE MOBILE HOME PARK,Community water system,Ground water,Long,,78,6,2,5
GA0270036,OAK RIDGE VILLAGE,Community water system,Ground water,Brooks,,130,4,13,6
GA1850022,OAK STREET SUBDIVISION,Community water system,Ground water,Lowndes,VALDOSTA,712,6,19,7
GA1830007,OAKDALE MOBILE HOME PARK,Community water system,Ground water,Long,LUDOWICI,268,7,11,4
GA0310235,OAKFIELD SUBDIVISION,Community water system,Ground water,Bulloch,,161,5,3,5
GA1790022,OAKVIEW MOBILE HOME PARK,Community water system,Ground water,Liberty,,96,5,20,4
GA0310262,OAKWOOD SUBDIVISION,Community water system,Ground water,Bulloch,,28,3,0,3
GA2210056,OAKWOOD SUBDIVISION,Community water system,Ground water,Oglethorpe,,123,6,5,5
GA2750003,OCHLOCKNEE,Community water system,Ground water,Thomas,OCHLOCKNEE,871,5,7,6
GA1550002,OCILLA,Community water system,Ground water,Irwin,OCILLA,"3,021",10,8,5
GA3030003,OCONEE,Community water system,Ground water,Washington,OCONEE,252,6,33,5
GA2190067,OCONEE CO-APPALACHEE POINTE S/D,Community water system,Ground water,Oconee,,52,6,4,5
GA2190000,OCONEE COUNTY,Community water system,Surface water purchased,Oconee,WATKINSVILLE,"30,162",69,8,9
GA2370073,OCONEE CROSSING WS (RES.& IND.),Community water system,Ground water,Putnam,,"2,918",39,23,6
GA1330014,OCONEE HEIGHTS SUBDIVISION,Community water system,Ground water,Greene,,94,6,6,5
GA2370057,OCONEE SPRINGS LANDING S/D,Community water system,Ground water,Putnam,,346,8,4,5
GA3050001,ODUM,Community water system,Ground water,Wayne,,645,5,2,4
GA1070032,OGBURN SUBDIVISION,Community water system,Ground water,Emanuel,SWAINSBORO,130,12,23,6
GA0510036,OGEECHEE FARMS,Community water system,Ground water,Chatham,SAVANNAH,918,6,41,5
GA1930003,OGLETHORPE,Community water system,Ground water,Macon,OGLETHORPE,"4,059",8,11,12
GA2290022,OKEFENOKEE GOLF CLUB S/D,Community water system,Ground water,Pierce,BLACKSHEAR,208,7,2,4
GA1030158,OLD DIXIE ESTATES,Community water system,Ground water,Effingham,,25,5,0,2
GA0310211,OLD INDIAN TRAIL,Community water system,Ground water,Bulloch,STATESBORO,273,5,11,5
GA2190058,OLD MILL CHASE SUBDIVISION,Community water system,Ground water,Oconee,,91,6,5,4
